MER4B_11q13.2
MER4_6q26d
ERVLB4_Yp11.2a
ERVLB4_3q27.1b
MER4B_10q11.23
ERVLB4_12q12c
MER4_Xq23b
ERVLB4_4q21.23a
HERVH_6q23.3
ERVLE_4q25a
HERVH_Xq21.31c
HERVH_1q44
HERVH_11q23.3b
HERVH_Xq21.32b
HERVH_5q31.1e
MER101_6q14.1b
MER4_19q13.41a
HERVH_2p22.2b
ERVLB4_7p13
MER41_7q11.21b
HERVH_6p21.2a
HERVH_2q24.3c
MER4_Xq21.31o
MER61_12q23.3
ERVLE_2p22.3d
ERVLE_4q13.1l
ERVLB4_13q31.2g
HERVW_11p14.3a
HERVW_3q23a
HERVW_4q13.3a
HERVW_19p12b
HERVW_12q13.12
HERVW_5p13.2b
HERVW_7q31.31
HERVW_3q13.31
HML3_7q21.3
HERVH_3q11.2c
HERVH_14q31.1
HML2_5p12
HUERSP1_11p15.2b
MER4B_Yq11.221a
HERVW_4q26
MER4_10q21.2a
HERVH_11p15.4a
MER4_3p25.1a
HERVH_5q23.2c
HERVH_4q26b
HERVH_3q26.31a
HERVH_20q12b
HERVH_5p15.32
HERVH_2p25.2
ERVLE_21q21.1c
HERVW_12q21.31
ERVLE_4q13.3d
HERVH_1p34.3a
HERVH_5p14.3a
HERVH_1p31.1k
HERVH_10q21.1f
HML3_1p36.13c
HML3_Xq12a
HML3_Yq11.221b
HML3_3q13.11a
HML3_5q22.3
HML3_4p12
MER4B_3p21.2a
MER4_6q26c
HML2_Xq28b
HML2_1p36.21d
ERV316A3_10q25.1f
ERVLB4_12q23.3a
HERV9_12q24.33b
HERVH_Xq22.1a
HERVH_8p23.1g
HERVH_20p12.1d
HERVH_21q21.1d
HML4_12q13.3
HERVH_13q31.1e
HERVH_7q31.33d
HERVH_Xp22.2d
HERV9_5q23.3
HERV9_8p11.22
HERV9_6q12
HERVH_10q24.2b
MER101_1p34.3
ERVLE_14q12d
HERVL_4p12f
HERVL_11q12.1d
HERVH_9p21.1b
HERVL_4q32.1f
HERVL_2p25.3b
HERVL_Xq25o
HERVL_Xq21.1g
HERVL_12p13.1a
HERVL_1p13.3b
HERVL_22q11.22a
HERVL_5p14.1i
HERVL_1p35.3b
HERVL_4q34.1d
HERVL_13q21.31c
ERVLE_7q36.1c
PABLB_5q33.2
LTR25_5q35.3
HARLEQUIN_Xq13.3
HARLEQUIN_17q12
HERVIP10FH_Xq27.1
HERVH_1p21.2b
HERVH_3q26.1d
HERVH_15q25.3a
MER61_Xq25b
ERVLE_2p22.2b
HERV4_1q31.1
HERV9_6q13
HERV9_3q26.1
HERV9_12q22b
HERV9_3p21.31
HERVW_12q12c
HERVIP10FH_8q12.3
MER4_2q21.1d
ERVLB4_5q31.1
LTR57_2q36.3
HML3_1q21.3b
HML3_1p35.3
ERVLE_13q21.2c
ERV316A3_12q23.3c
MER61_2q24.3
MER41_13q14.3
HERVL40_Xq21.33
ERVL_6p24.2
MER4B_15q21.1a
HERVL_7p12.1
MER101_7q34
ERV316A3_15q25.1b
ERVLB4_3p24.1c
ERVLE_9q31.1c
MER4_15q26.1b
MER41_Xq28a
HERVEA_13q21.32
HERVL_14q32.12
MER41_15q14
ERVLE_12q12b
HERVL_16q24.1
HERVL_14q32.33a
HERVL_15q11.2
ERVLB4_7p12.2
HERVH_4q22.1g
HERVH_10q21.1b
MER4_2q14.3
HERV9_3q11.2
MER41_1q31.1
MER4_11q24.1
MER4_Xp11.3c
ERV316A3_5p13.1e
MER4_1p31.2
ERVLE_12q24.21
PRIMA4_Xq21.1b
ERV316A3_1p34.2b
HERVL_4q33b
ERVLE_1q43d
MER61_3p12.2
HERVEA_4q28.3
ERVL_1p31.1
HUERSP3B_21q21.1
ERV316A3_7q32.1
HARLEQUIN_20q13.32
ERV316A3_6q24.1h
ERV316A3_10q25.3b
MER101_8q24.3a
HERVP71A_3q28
HUERSP2_22q11.22
MER4_14q32.2
HERVFH19_4q21.23
LTR25_17p11.2
HERVL_2q22.1c
MER4_Xq21.32c
HERVL_19p12b
HARLEQUIN_11q12.2a
ERVLE_10p15.1e
HUERSP1_2q14.2
ERVLE_4q12c
HERVFH19_5q23.2
HML5_Yq11.23b
HERVL_3p13a
ERV316A3_6q23.2b
ERVLE_3q24d
MER4_13q12.11
ERVLB4_2q22.3a
MER4B_14q21.1c
HERVL_Xq21.33c
ERVLB4_15q26.1b
ERVLE_4q22.3c
HERV4_9q34.3b
MER4_Xq27.1b
MER4_Xq21.32b
MER4_15q26.1a
HERVIP10F_5q23.1
HUERSP1_13q21.31
HERVL_11p12c
HERVL_Xq25q
HERVL_8q23.2a
HUERSP3_6q25.1
ERVLE_12q23.1e
HERVL_Xq21.31d
HERVIP10F_14q32.31
PABLA_19q12
MER4_10q23.2
LTR19_18q21.33
MER4_8q12.1c
HERVL_6p12.1
HERVE_8p23.1i
HERVL_6q24.2a
HML3_4q24b
MER61_6q13b
HERV4_14q21.2a
HERVL_5q23.3
HUERSP3_22q11.22
MER4_4q34.1c
HERVIP10FH_11q22.1b
ERVLB4_15q13.3a
MER61_Xp21.1b
MER61_Xq21.1c
HERVW_Yq11.222a
MER4_2q22.1b
ERV316A3_18q12.3a
HERVH_19p12d
ERVLE_5q31.1f
HERVIP10FH_10p11.23
HERVIP10F_13q11
ERV316A3_Xp11.4d
ERVLE_15q26.2e
MER41_4q28.1
LTR25_Yq11.223f
MER61_9p24.1a
HERVL_5p13.2a
HERVL_5p14.3a
HUERSP2_13q12.11
ERVLE_9q33.3b
PRIMA41_8p12
HML6_8q12.1
HERVFRD_17q24.2
ERVLB4_1q32.2a
MER4_8q23.3b
ERVLE_6q25.3a
MER34B_11q21
ERVLB4_4p16.3
MER4_3p24.3a
ERVL_11q12.1
ERVLE_15q21.1c
HERVL_4q13.1a
HERVL_6q22.31f
ERVLE_4q31.21a
LTR19_10p15.1
ERVLB4_1q43c
ERVL_17q22
ERV316A3_14q12e
MER61_11q14.1b
ERV316A3_3q25.2c
HERVL_10q25.1f
ERVLE_10p14e
HERV30_3q25.2
MER4_Xq27.3d
HERVL_5p15.2c
MER41_7q11.21e
PABLA_13q21.33
HERVL_Xq25h
MER4_4q31.21a
HERVEA_1q41
HERVH_Yq11.223b
ERVLB4_8q11.21c
ERVL_5q34
MER4B_14q32.33b
HERV3_19p12a
ERV316A3_22q11.21
MER41_5q34
ERVLB4_4p12a
MER61_4q32.1a
ERVLB4_21q21.2b
ERV316A3_10p12.2
HERVL_5p15.1b
ERVLE_11q22.3f
MER101_9q34.13
HERVH_3p12.3e
HUERSP3B_19q13.31a
HERVIP10F_7q11.22
ERV316A3_15q26.3b
ERVLB4_1q31.3a
HERVH48_11q12.3
HERVL_3q24h
MER4B_14q12
ERVLE_2q37.3a
MER4_Xq21.33d
MER4_7q31.31b
MER4B_3q26.31
ERVLE_4p15.1d
ERVLE_4q34.3b
HERVL_8q22.1d
HERVL_Xq21.33d
ERV316A3_8p21.3e
ERV316A3_12q21.32a
HML5_7q21.11
ERV316A3_8p11.22a
ERVLB4_4q24d
MER4_Xq27.2a
LTR25_Yq11.223b
MER61_9p24.1b
ERVLB4_1q25.2
ERVLE_10p15.1a
HERVFH21_1q23.1
MER61_8q13.2b
HERVP71A_5q14.3
ERVLB4_8p21.2
LTR57_10q21.3
HERVI_15q11.1
ERVLE_21q22.3b
ERV316A3_15q15.1b
HUERSP3_14q21.2
ERVLE_11q13.5b
MER4B_4q31.21
ERV316A3_3p25.1
ERV316A3_3p26.1
ERV316A3_13q14.3b
ERVLE_5q31.1a
HERVL_6q27e
HERVL40_4q23
ERVLB4_7p12.3b
MER4B_2p23.1
ERVL_2q37.1
ERV316A3_6p22.1p
ERVLE_13q12.12
ERVLE_13q31.2a
HERVFH21_13q31.1
HERVL18_15q21.1
ERV316A3_4q32.1i
ERVLE_4q23a
ERVLE_12q21.1b
ERV316A3_9p22.3
ERV316A3_4q31.21a
ERVLB4_8p23.1j
ERVLE_8q11.23a
MER41_1p31.1
ERV316A3_6q16.1c
MER61_12p13.31c
ERVLE_3q13.33a
HML6_5q13.2c
ERVLE_1p31.1q
HUERSP3_10q25.1
MER4_Xq27.1a
ERV316A3_21q21.1d
MER4_5p14.3a
HERVL_5q21.1
HML6_5p14.3
ERVLB4_18q12.2a
MER41_6q24.2b
ERV316A3_5p14.3e
MER4B_14q32.11a
ERVLB4_13q12.13
ERVL_10q21.2
ERVLE_11p12a
ERV316A3_4q28.3p
HUERSP3B_5q23.2b
MER4_3p24.3b
PABLA_Xp21.3a
ERVLE_6p12.1a
HML3_Yq11.223f
LTR46_Xq27.3d
ERVLE_5p15.2d
MER61_13q31.1b
ERVLE_8q11.23c
MER4_1p34.1b
ERVLE_11q14.2c
HERVI_12q24.32
ERVLB4_10q23.31b
ERV316A3_Xq22.3c
ERVLB4_4q28.3d
MER4_4q31.21b
ERVLB4_7p21.3c
ERVLE_15q13.1a
ERVLE_6q23.3b
ERVLB4_Yp11.2g
LTR25_6q27
LTR46_7q21.13
HERVFRD_Xq21.1c
HERVEA_5q14.3
ERV316A3_12p12.3d
ERV316A3_6q13b
ERV316A3_4q35.2b
ERV316A3_10q25.1h
ERVLE_12q14.3b
ERVLE_12p13.1b
ERVLE_1p33b
ERVLE_4q23b
ERVLE_10p15.1b
MER101_2p16.3
ERVLE_Xq22.1d
ERV316A3_3q13.2b
ERVLE_5q13.2b
ERV316A3_10q22.3b
PABLA_1p13.3
HERVW_Yq11.221
HERVL74_11q13.5c
MER41_Xq21.33a
ERVLE_8p12j
HERVP71A_3p21.31
ERVLB4_Xp11.22a
HERVFRD_8q21.13b
ERVLE_4q28.1b
ERVLB4_2q36.1b
HUERSP3_2p12
HUERSP2_21q21.1b
HERVIP10F_12q13.11
MER61_3p22.3a
ERV316A3_12q21.33k
ERV316A3_6q25.1i
ERVLE_5p15.2e
HERV3_1q32.2
ERV316A3_12p12.1a
HUERSP2_3q26.1a
ERVLE_4q26e
HERV3_Yq11.223c
HERVL_Xq21.31g
PRIMA4_Xq27.3
HERVI_4p13
ERVLE_5p13.2b
MER61_5p13.3
HERVFH21_6p22.3
ERV316A3_6q22.31d
PRIMAX_1q31.1b
ERV316A3_1q32.3c
ERVLE_4q27c
ERVLB4_8q22.3
ERVLE_2q35c
HERVL_3q13.13b
ERVLE_13q13.2a
PABLB_Xp21.1a
ERV316A3_4p15.1k
ERV316A3_8q21.13g
ERVLE_6q22.31a
ERVLE_Xq21.31b
HERVFRD_12q21.31b
ERV316A3_2q31.3e
ERVLE_8q23.3f
ERV316A3_12q22
ERVLE_6q23.3f
MER4_8p11.1b
MER34B_7q36.3d
HERVL18_9q21.13
ERVLB4_13q34b
HERVL32_2p15b
ERVLB4_18p11.21c
ERVLE_2q22.3b
ERVLE_10q11.22c
MER61_8q12.3b
MER41_4q32.1b
HERVEA_Yp11.2b
ERVLB4_8q21.11a
ERVLB4_10q23.1a
ERV316A3_3q26.1c
ERVL_3q13.13
ERVLE_7q35g
HERVL40_5q14.3a
ERVLB4_1p34.2c
MER4B_17p11.2c
HERVK14C_10q26.3
ERVLE_2q23.3b
ERVLB4_2p16.1a
ERV316A3_8q11.21a
ERVLB4_10q26.3b
ERV316A3_1p22.1a
HERVL40_2p23.1
ERVLB4_7p21.1b
PABLA_5p14.1
ERV316A3_10q21.1g
HERVL40_4q34.3
ERV316A3_10q23.31a
ERV316A3_6q14.1a
HERVKC4_12q22
ERV316A3_14q12c
ERV316A3_3q13.11e
ERV316A3_18q21.31
ERV316A3_8q21.11a
ERV316A3_Xq27.2c
HUERSP3_8q21.11b
ERVLE_20p12.3b
ERV316A3_5p14.2b
MER4_Xq21.1h
ERVLE_18q21.32b
ERVLE_6q12h
ERVLE_2q32.3c
ERVLE_14q21.1a
ERVLE_9q33.2c
MER41_2q31.1a
ERVLE_11q14.3b
ERV316A3_11q22.1g
ERV316A3_4q26j
ERVLB4_18p11.21a
ERVLE_6q14.3b
ERV316A3_4q21.1c
ERVLE_8q24.22f
ERV316A3_1p35.3b
ERV316A3_2p24.3b
ERVLE_4q34.1d
ERV316A3_5q23.1h
ERVL_18q22.1d
ERVLB4_Xp11.22c
ERV316A3_14q23.1b
ERVLE_2q24.1a
HERV4_12p11.22
ERVLB4_15q23b
ERVLB4_Xq21.1h
ERVLB4_7p12.3d
ERVLB4_12q14.1a
ERV316A3_9p23g
MER61_4q31.1
MER4B_6q23.3a
ERV316A3_4q21.1h
ERVLB4_8q24.21
ERVLE_Xp22.12a
LTR25_Xq25a
ERVLE_12p12.3a
ERVLB4_15q13.2a
ERVLE_5q21.3f
ERV316A3_17q22a
ERVLE_12p12.3f
MER4_7q33c
ERV316A3_1p22.3a
MER41_14q21.1
ERVLE_1p22.2
ERV316A3_7q31.1a
ERVLE_15q12b
HERVFH19_6p21.32
ERVLE_8q12.3b
ERV316A3_2q24.1b
ERV316A3_5q11.1
HERVFH21_4q25
ERV316A3_1p31.1a
HERVL74_4q32.3
ERVLE_5p14.2a
ERVLB4_18q22.1b
ERV316A3_13q21.32d
ERV316A3_19q12b
ERV316A3_12q21.32b
HERV4_12q21.32
MER61_6q11.2
MER34B_17q12
PRIMA41_3q21.3a
ERVLB4_21q21.1b
ERV316A3_2p22.3a
HUERSP2_11p14.3
HERVFRD_Xq11.1b
ERVLB4_13q21.32b
ERVLB4_21q22.3b
ERV316A3_5q12.1c
HERVL_3p12.2a
ERV316A3_15q21.1g
ERVLE_13q21.1c
ERVLB4_22q11.22d
HERVL74_13q21.1
ERVLE_3q24f
ERVLE_15q22.32
ERVLB4_1p31.1e
ERVLE_8q24.13c
ERVLE_8q22.1b
ERVLE_1q41j
HERVL40_4q28.3e
ERVLE_18q12.1n
ERV316A3_4p12e
ERVLE_3p12.2d
ERVLE_4q28.1a
ERV316A3_2p24.1a
HERVL74_8p22
ERVL_5q22.2
ERVLE_16q12.1a
ERVLE_3p12.1a
ERV316A3_8q24.23f
ERVLE_2q22.1b
ERV316A3_12q21.31d
HERVL40_Xq21.31
ERVLE_3q28a
ERVLE_8q13.2b
ERV316A3_7q22.2b
ERV316A3_10q24.2
ERVLB4_16q21a
ERV316A3_5q23.2c
ERVLB4_15q11.2g
ERVLE_1p36.13a
ERVLE_8q11.21e
ERV316A3_21q21.3a
MER4B_21q21.3a
ERVLB4_7q31.33a
ERV316A3_4q13.1j
ERVLE_5q23.1c
ERVLE_4q32.3e
ERVLB4_2q23.3
ERVLE_3q26.1b
ERVLE_1q31.3a
ERVLB4_14q21.2b
ERVLE_5p15.1c
ERVLE_4q32.1d
MER101_3p22.1b
ERVLB4_Xq22.1b
ERV316A3_11q22.3a
ERV316A3_7p12.2b
ERVLE_1p31.1i
ERV316A3_5p13.3c
