MFE296	SRR8615236	ACH-000879
MFE319	SRR8615235	ACH-000988
MG63	SRR8615240	ACH-000359
MHHCALL2	SRR8615239	ACH-000020
MHHCALL3	SRR8615523	ACH-000032
MHHCALL4	SRR8615524	ACH-000156
MHHES1	SRR8615521	ACH-000391
MHHNB11	SRR8615522	ACH-000078
MIAPACA2	SRR8615519	ACH-000601
MINO	SRR8615520	ACH-000220
MJ	SRR8615517	ACH-000077
MKN1	SRR8615518	ACH-000351
MKN45	SRR8615515	ACH-000356
MKN74	SRR8615516	ACH-000758
MKN7	SRR8616068	ACH-000678
ML1	SRR8616067	ACH-000058
MM1S	SRR8616070	ACH-000763
MOLM13	SRR8616069	ACH-000362
MOLM16	SRR8616064	ACH-000369
MOLM6	SRR8616063	ACH-000321
MOLP2	SRR8616066	ACH-000453
MOLP8	SRR8616065	ACH-000745
MOLT13	SRR8616061	ACH-000795
MOLT16	SRR8616060	ACH-000918
MOLT3	SRR8615694	ACH-000964
MONOMAC1	SRR8615695	ACH-001129
MONOMAC6	SRR8615696	ACH-000006
MON	SRR8615697	ACH-001128
MORCPR	SRR8615698	ACH-000851
MPP89	SRR8615699	ACH-000319
MSTO211H	SRR8615700	ACH-000335
MUTZ3	SRR8615701	ACH-000084
MUTZ5	SRR8615686	ACH-000492
MV411	SRR8615687	ACH-000045
NALM19	SRR8615318	ACH-000130
NALM1	SRR8615314	ACH-000462
NALM6	SRR8615346	ACH-000938
NAMALWA	SRR8615345	ACH-000944
NB1	SRR8615344	ACH-000804
NB4	SRR8615343	ACH-000294
NCCSTCK140	SRR8615342	ACH-000110
NCIH1048	SRR8615341	ACH-000866
NCIH1092	SRR8615331	ACH-000514
NCIH1105	SRR8615329	ACH-000780
NCIH1155	SRR8615600	ACH-000980
NCIH1184	SRR8615901	ACH-000523
NCIH1299	SRR8615898	ACH-000510
NCIH1339	SRR8615899	ACH-000921
NCIH1341	SRR8615904	ACH-000129
NCIH1355	SRR8615905	ACH-000666
NCIH1373	SRR8615612	ACH-000845
NCIH1385	SRR8615616	ACH-000737
NCIH1395	SRR8615945	ACH-000327
NCIH1435	SRR8615589	ACH-000852
NCIH1436	SRR8615946	ACH-000830
NCIH1437	SRR8615944	ACH-000589
NCIH146	SRR8616188	ACH-000506
NCIH1563	SRR8616187	ACH-000892
NCIH1568	SRR8616190	ACH-000869
NCIH1573	SRR8616189	ACH-000916
NCIH1581	SRR8616192	ACH-000015
NCIH1618	SRR8616191	ACH-000179
NCIH1623	SRR8616062	ACH-000744
NCIH1648	SRR8615954	ACH-000766
NCIH1650	SRR8615987	ACH-000035
NCIH1651	SRR8615988	ACH-000893
NCIH1666	SRR8615989	ACH-000448
NCIH1693	SRR8615990	ACH-000021
NCIH1694	SRR8615983	ACH-000431
NCIH1703	SRR8615984	ACH-000747
NCIH1734	SRR8615985	ACH-000675
NCIH1755	SRR8615986	ACH-000282
NCIH1781	SRR8615979	ACH-000379
NCIH1792	SRR8615980	ACH-000496
NCIH1793	SRR8615611	ACH-000888
NCIH1819	SRR8615610	ACH-000033
NCIH1836	SRR8615609	ACH-000559
NCIH1838	SRR8615608	ACH-000733
NCIH1869	SRR8615615	ACH-000894
NCIH1876	SRR8615614	ACH-000586
NCIH1915	SRR8615613	ACH-000434
NCIH1930	SRR8615764	ACH-000870
NCIH1944	SRR8615603	ACH-000414
NCIH1963	SRR8615602	ACH-000729
NCIH196	SRR8615261	ACH-000752
NCIH1975	SRR8615260	ACH-000587
NCIH2004RT	SRR8615259	ACH-000533
NCIH2009	SRR8615258	ACH-000886
NCIH2023	SRR8615257	ACH-000781
NCIH2029	SRR8615256	ACH-000298
NCIH2030	SRR8615255	ACH-000521
NCIH2052	SRR8615254	ACH-000153
NCIH2066	SRR8615253	ACH-000727
NCIH2073	SRR8615252	ACH-000590
NCIH2077	SRR8615794	ACH-000010
NCIH2081	SRR8615601	ACH-000394
NCIH2085	SRR8615796	ACH-000451
NCIH2087	SRR8615802	ACH-000841
NCIH209	SRR8615604	ACH-000290
NCIH2106	SRR8615605	ACH-000904
NCIH2110	SRR8615606	ACH-000929
NCIH211	SRR8615607	ACH-000639
NCIH2122	SRR8615813	ACH-000311
NCIH2126	SRR8615814	ACH-000785
NCIH2170	SRR8616108	ACH-000481
NCIH2171	SRR8616107	ACH-000525
NCIH2172	SRR8616110	ACH-000924
NCIH2196	SRR8616109	ACH-000399
NCIH2227	SRR8616112	ACH-000610
NCIH2228	SRR8616111	ACH-000447
NCIH226	SRR8616114	ACH-000367
NCIH2286	SRR8616113	ACH-000912
NCIH2291	SRR8616106	ACH-000718
NCIH2342	SRR8616105	ACH-000951
NCIH2347	SRR8615537	ACH-000875
NCIH23	SRR8615538	ACH-000900
NCIH2405	SRR8615535	ACH-000121
NCIH2444	SRR8615536	ACH-000186
NCIH2452	SRR8615541	ACH-000092
NCIH2882	SRR8615542	ACH-000700
NCIH2887	SRR8615539	ACH-000251
NCIH28	SRR8615540	ACH-000648
NCIH292	SRR8615529	ACH-001075
NCIH3122	SRR8615530	ACH-000337
NCIH322	SRR8615807	ACH-000837
NCIH3255	SRR8615806	ACH-000109
NCIH358	SRR8615805	ACH-000860
NCIH441	SRR8615804	ACH-000638
NCIH446	SRR8615811	ACH-000800
NCIH460	SRR8615810	ACH-000463
NCIH508	SRR8615809	ACH-000360
NCIH510	SRR8615808	ACH-000871
NCIH520	SRR8615799	ACH-000395
NCIH522	SRR8615798	ACH-000343
NCIH524	SRR8616160	ACH-000816
NCIH526	SRR8616161	ACH-000767
NCIH596	SRR8616162	ACH-000628
NCIH647	SRR8616163	ACH-000378
NCIH650	SRR8616156	ACH-000945
NCIH660	SRR8616157	ACH-000177
NCIH661	SRR8616158	ACH-000853
NCIH684	SRR8616159	ACH-000089
NCIH69	SRR8616152	ACH-000358
NCIH716	SRR8616153	ACH-000491
NCIH727	SRR8615465	ACH-000775
NCIH747	SRR8615462	ACH-000403
NCIH810	SRR8615982	ACH-000789
NCIH82	SRR8615981	ACH-000355
NCIH838	SRR8615976	ACH-000416
NCIH841	SRR8615975	ACH-000292
NCIH854	SRR8615978	ACH-000710
NCIH889	SRR8615977	ACH-000297
NCIH929	SRR8615498	ACH-000050
NCIN87	SRR8615495	ACH-000427
NCO2	SRR8615446	ACH-000076
NH6	SRR8615447	ACH-000203
NHAHTDD	SRR8615444	ACH-001142
NIHOVCAR3	SRR8615445	ACH-000001
NMCG1	SRR8615442	ACH-000200
NOMO1	SRR8615443	ACH-000168
NUDHL1	SRR8615440	ACH-000388
NUDUL1	SRR8615441	ACH-000287
NUGC2	SRR8615449	ACH-000761
NUGC3	SRR8615450	ACH-000911
NUGC4	SRR8615244	ACH-000674
OAW28	SRR8615243	ACH-000116
OAW42	SRR8615514	ACH-000704
OC314	SRR8615513	ACH-000962
OCIAML2	SRR8615512	ACH-000113
OCIAML3	SRR8615242	ACH-000336
OCIAML5	SRR8615510	ACH-000065
OCILY19	SRR8615509	ACH-000124
OCILY3	SRR8615263	ACH-000158
OCIM1	SRR8615262	ACH-000751
OCIMY5	SRR8615223	ACH-000854
OCIMY7	SRR8615224	ACH-000436
OCUM1	SRR8615225	ACH-000247
OE19	SRR8615226	ACH-000679
OE21	SRR8615227	ACH-000544
OE33	SRR8615228	ACH-000383
OELE	SRR8615229	ACH-000494
ONCODG1	SRR8615230	ACH-000013
ONS76	SRR8615867	ACH-000776
OPM1	SRR8615543	ACH-000057
OPM2	SRR8615877	ACH-000024
OSRC2	SRR8615878	ACH-000159
OUMS23	SRR8615875	ACH-000296
OV56	SRR8615876	ACH-000091
OV7	SRR8615873	ACH-000688
OV90	SRR8615874	ACH-000291
OVCAR4	SRR8615870	ACH-000617
OVCAR8	SRR8615871	ACH-000696
OVISE	SRR8615879	ACH-000527
OVK18	SRR8615880	ACH-000947
OVKATE	SRR8615753	ACH-000443
OVMANA	SRR8615734	ACH-000646
OVSAHO	SRR8616155	ACH-000409
OVTOKO	SRR8616154	ACH-000663
P12ICHIKAWA	SRR8616149	ACH-000372
P31FUJ	SRR8616148	ACH-000770
P3HR1	SRR8616151	ACH-000707
